1,-167160,25588.00793017578,17.622,0.01
2,-99627,20853.07138378906,12.823,0.01
3,-128171,17747.667444335937,14.881,0.01
4,-83471,16148.946247070313,11.671,0.01
5,-116815,15002.264525390625,14.299,0.01
6,-96049,13868.657344238281,12.651,0.01
7,-150309,16241.257720703125,16.635,0.01
8,-145675,17301.57298046875,16.301,0.01
9,-131012,22383.477483398437,15.086,0.01
10,-98666,21037.358743652345,12.582,0.01
11,-92046,25657.594152832033,12.54,0.01
12,-141451,28896.16558886719,15.709,0.01
13,-133357,27653.838619140624,15.327,0.01
14,-127698,34702.15653564453,14.986,0.01
15,-144130,36100.32538671875,16.022,0.01
16,-135501,37772.79117041016,15.429,0.01
17,-118449,44233.171390625,14.563,0.01
18,-58885,35679.793473144535,9.855,0.01
19,-93038,48582.809333496094,12.446,0.01
20,-51769,56657.17458886719,9.111,0.01
21,-114453,57329.82015283203,14.165,0.01
22,-80834,63714.414978027344,11.564,0.01
23,-99387,69968.41908886719,13.163,0.01
24,-79822,90094.34157128906,11.546,0.01
25,-95546,95433.7982734375,12.778,0.01
26,-107836,86383.55721191406,13.41,0.01
27,-117650,109108.78797851563,14.512,0.01
28,-83686,103896.44353808594,11.8,0.01
29,-102163,104077.43010449219,13.259,0.01
30,-84605,104174.74301757812,11.863,0.01
31,-126817,94579.54687890624,15.373,0.01
32,-84962,96412.0078232422,11.888,0.01
33,-84149,96798.15713085937,11.699,0.01
34,-68774,111737.79321777343,10.838,0.01
35,-111954,117738.90118945313,14.042,0.01
36,-89747,105383.10269140625,12.171,0.01
37,-63232,104425.15190039063,9.904,0.01
38,-101488,120429.84531054688,13.3,0.01
39,-115659,121452.03716308594,14.461,0.01
40,-135927,96982.74048144532,15.949,0.01
41,-88915,103116.27554394532,12.215,0.01
42,-118553,106651.12511035157,14.705,0.01
43,-78847,116961.21207714843,11.457,0.01
44,-116883,106321.89550976563,14.311,0.01
45,-55294,117371.52838867187,9.408,0.01
46,-90022,120000.18251953126,12.338,0.01
47,-142596,116936.86838574219,16.598,0.01
48,-104670,129201.3368515625,13.408,0.01
49,-68518,116656.42841210938,10.416,0.01
50,-82424,103041.25014355469,11.684,0.01
51,-80830,133752.62544335937,11.544,0.01
52,-137036,126818.59521679688,16.124,0.01
53,-102671,130979.1389453125,13.353,0.01
54,-133175,139945.78670117186,15.787,0.01
55,-72768,133879.28560546876,10.916,0.01
56,-86703,123210.90945117187,11.875,0.01
57,-62782,145214.38287304688,10.07,0.01
58,-104829,141527.3148125,13.511,0.01
59,-115351,139404.86539648438,14.661,0.01
60,-86487,122074.21975976562,11.941,0.01
61,-104181,153644.97713964843,13.709,0.01
62,-91534,143676.98790625,12.666,0.01
63,-121829,137047.4727265625,14.913,0.01
64,-88434,152822.31050683593,12.058,0.01
65,-72145,126585.97006347656,10.741,0.01
66,-104289,139921.00977929687,13.631,0.01
67,-140670,136636.569421875,16.408,0.01
68,-104729,115556.773203125,13.431,0.01
69,-97282,107938.34912695312,12.74,0.01
70,-109144,143423.07953320313,13.946,0.01
71,-75943,123902.21985644531,11.085,0.01
72,-43596,105923.02427246094,8.196,0.01
73,-134126,113444.5083671875,15.384,0.01
74,-129714,152500.91360351563,15.142,0.01
75,-132391,142427.49471777343,15.129,0.01
76,-102858,179369.04588476563,13.18,0.01
77,-78534,124827.02031835937,11.284,0.01
78,-112020,148513.15366015624,14.138,0.01
79,-87558,145836.10301953126,12.276,0.01
80,-42279,155352.1111640625,8.487,0.01
81,-82751,166473.15129492187,11.715,0.01
82,-107757,172449.72351171874,13.865,0.01
83,-68655,151733.6201796875,10.505,0.01
84,-68140,133884.404859375,10.776,0.01
85,-110475,157533.90044726562,13.957,0.01
86,-110068,146364.92895898438,13.926,0.01
87,-94754,117201.61997265625,12.688,0.01
88,-96103,138757.9531875,12.923,0.01
89,-94230,131335.3425546875,12.616,0.01
90,-80414,129357.26997070313,11.7,0.01
91,-106188,150935.13484765624,13.712,0.01
92,-124075,135692.5637402344,15.179,0.01
93,-115754,154796.94809765625,14.506,0.01
94,-71907,146865.5965859375,10.965,0.01
95,-104105,149242.54058398437,13.531,0.01
96,-106883,135208.06780273438,13.905,0.01
97,-102204,141740.10125976562,13.384,0.01
98,-89890,147737.62516992187,12.664,0.01
99,-83611,136649.485453125,11.831,0.01
100,-87790,114735.51769140625,12.288,0.01
101,-107955,161060.92273828125,13.769,0.01
102,-64645,152527.20956640624,10.223,0.01
103,-94547,156270.82908398437,12.509,0.01
104,-124513,137596.051953125,15.231,0.01
105,-96533,132552.26955957033,12.877,0.01
106,-141404,125424.96184472657,16.412,0.01
107,-102846,134960.4663125,13.086,0.01
108,-72273,120186.53315722656,11.023,0.01
109,-94455,123430.40389550781,12.919,0.01
110,-135729,133633.90318066406,16.097,0.01
111,-87388,131772.14245214843,12.026,0.01
112,-114515,127864.501953125,14.527,0.01
113,-84523,102690.31186523437,11.685,0.01
114,-73645,121904.49134960938,10.605,0.01
115,-71424,134616.57705566406,10.842,0.01
116,-95661,125793.8005390625,12.855,0.01
117,-96941,145836.50430078126,12.921,0.01
118,-105354,128036.14639648437,13.616,0.01
119,-75569,151247.0788515625,11.297,0.01
120,-99018,140895.59206835937,13.214,0.01
121,-96308,143627.599,12.936,0.01
122,-81930,152513.3262890625,11.778,0.01
123,-76550,150492.49893359374,10.846,0.01
124,-111003,141192.62151171875,14.145,0.01
125,-118429,148426.99929296874,14.437,0.01
126,-85564,135980.6285859375,12.024,0.01
127,-57801,142812.88328320312,9.753,0.01
128,-63840,141911.89719921874,10.344,0.01
129,-110879,141424.13698046876,13.825,0.01
130,-82832,140692.6666484375,11.49,0.01
131,-120635,135119.72539453124,15.061,0.01
132,-122831,136208.95131640625,15.111,0.01
133,-68626,148361.10869335936,10.71,0.01
134,-95434,122619.40377148437,12.902,0.01
135,-107045,156734.6883203125,13.745,0.01
136,-110991,139741.54347460938,14.021,0.01
137,-136657,131345.33401171875,16.145,0.01
138,-57214,171801.3541171875,9.656,0.01
139,-97643,132863.79701757812,13.113,0.01
140,-93335,138325.41265234374,12.609,0.01
141,-52833,156958.01605859376,9.133,0.01
142,-106749,158825.86014648437,13.629,0.01
143,-87775,146295.49556054687,12.373,0.01
144,-63605,136718.715796875,10.569,0.01
145,-124456,165968.169265625,15.074,0.01
146,-125963,151537.97228710938,15.189,0.01
147,-128991,143381.8845722656,15.451,0.01
148,-96869,150427.15301367186,12.909,0.01
149,-64436,180921.62605273438,10.632,0.01
150,-62742,183051.9061484375,9.954,0.01
151,-112307,132511.6668203125,14.053,0.01
152,-94849,178991.76716796876,12.695,0.01
153,-93886,182374.91369335938,12.886,0.01
154,-102840,189141.69516992188,13.516,0.01
155,-146848,174960.64615039062,16.848,0.01
156,-66522,188803.51201757812,10.604,0.01
157,-95500,178465.060625,12.83,0.01
158,-115891,171860.21771875,14.571,0.01
159,-101852,181192.3029140625,13.472,0.01
160,-86276,150032.8252578125,11.728,0.01
161,-93326,154018.61440820314,12.646,0.01
162,-100864,148166.3145751953,13.278,0.01
163,-104884,132817.78443554687,13.372,0.01
164,-116104,154577.84622265626,14.47,0.01
165,-71223,134786.17473828126,10.429,0.01
166,-104109,145771.21373632812,13.479,0.01
167,-99330,170746.87787402343,12.946,0.01
168,-125771,162522.97222460937,15.093,0.01
169,-90532,137477.8561660156,12.226,0.01
170,-102994,130538.501578125,13.234,0.01
171,-115317,123388.70102246094,14.357,0.01
172,-127964,148920.26739746094,15.168,0.01
173,-112425,146767.73654785156,13.311,0.01
174,-97499,147852.55998242187,12.977,0.01
175,-115930,173676.996,14.076,0.01
176,-156170,153791.86749902344,16.83,0.01
177,-119777,181185.22739257812,14.341,0.01
178,-81947,175346.06372265625,11.703,0.01
179,-105462,158807.42947851564,13.678,0.01
180,-64461,175010.6234609375,10.349,0.01
181,-76371,172644.9369140625,11.297,0.01
182,-84189,193175.10809960938,12.067,0.01
183,-55401,176456.0661328125,9.565,0.01
184,-98032,200447.338359375,13.282,0.01
185,-76720,152313.58266015624,11.528,0.01
186,-102402,160407.12769726562,13.186,0.01
187,-123657,153213.41634375,15.031,0.01
188,-122041,166447.79900390626,15.035,0.01
189,-79093,151390.350453125,11.433,0.01
190,-74927,139502.41078710937,11.085,0.01
191,-105870,148178.41344140624,13.87,0.01
192,-69931,167896.4330234375,10.663,0.01
193,-79035,124311.06507421876,11.467,0.01
194,-110949,136419.606046875,14.149,0.01
195,-134332,143122.0601640625,16.012,0.01
196,-129134,131162.53357617187,15.474,0.01
197,-76411,149157.44075,10.997,0.01
198,-85881,191722.0607578125,11.733,0.01
199,-77550,146959.1378203125,11.414,0.01
200,-109998,186317.5913515625,14.04,0.01
